variable,ic_name,hub_name,period,flow
xijt,ic_3,hub_10,t_31,170.0
xijt,ic_3,hub_10,t_32,169.0
xijt,ic_3,hub_10,t_33,170.0
xijt,ic_3,hub_10,t_34,170.0
xijt,ic_3,hub_10,t_35,170.0
xijt,ic_3,hub_10,t_36,170.0
xijt,ic_3,hub_10,t_37,168.0
xijt,ic_3,hub_10,t_38,171.0
xijt,ic_3,hub_10,t_39,169.0
xijt,ic_3,hub_10,t_40,172.0
xijt,ic_3,hub_10,t_41,170.0
xijt,ic_3,hub_10,t_42,168.0
xijt,ic_3,hub_10,t_43,171.0
xijt,ic_3,hub_10,t_44,169.0
xijt,ic_3,hub_10,t_45,172.0
xijt,ic_3,hub_10,t_46,170.0
xijt,ic_3,hub_10,t_47,168.0
xijt,ic_3,hub_10,t_48,171.0
xijt,ic_3,hub_11,t_1,0.0
xijt,ic_3,hub_11,t_2,0.0
xijt,ic_3,hub_11,t_3,0.0
xijt,ic_3,hub_11,t_4,0.0
xijt,ic_3,hub_11,t_5,0.0
xijt,ic_3,hub_11,t_6,0.0
xijt,ic_3,hub_11,t_7,0.0
xijt,ic_3,hub_11,t_8,0.0
xijt,ic_3,hub_11,t_9,0.0
xijt,ic_3,hub_11,t_10,0.0
xijt,ic_3,hub_11,t_11,0.0
xijt,ic_3,hub_11,t_12,0.0
xijt,ic_3,hub_11,t_13,0.0
xijt,ic_3,hub_11,t_14,0.0
xijt,ic_3,hub_11,t_15,0.0
xijt,ic_3,hub_11,t_16,0.0
xijt,ic_3,hub_11,t_17,0.0
xijt,ic_3,hub_11,t_18,0.0
xijt,ic_3,hub_11,t_19,0.0
xijt,ic_3,hub_11,t_20,0.0
xijt,ic_3,hub_11,t_21,0.0
xijt,ic_3,hub_11,t_22,0.0
xijt,ic_3,hub_11,t_23,0.0
xijt,ic_3,hub_11,t_24,0.0
xijt,ic_3,hub_11,t_25,0.0
xijt,ic_3,hub_11,t_26,0.0
xijt,ic_3,hub_11,t_27,0.0
xijt,ic_3,hub_11,t_28,0.0
xijt,ic_3,hub_11,t_29,0.0
xijt,ic_3,hub_11,t_30,0.0
xijt,ic_3,hub_11,t_31,0.0
xijt,ic_3,hub_11,t_32,0.0
xijt,ic_3,hub_11,t_33,0.0
xijt,ic_3,hub_11,t_34,0.0
xijt,ic_3,hub_11,t_35,0.0
xijt,ic_3,hub_11,t_36,0.0
xijt,ic_3,hub_11,t_37,0.0
xijt,ic_3,hub_11,t_38,0.0
xijt,ic_3,hub_11,t_39,0.0
xijt,ic_3,hub_11,t_40,0.0
xijt,ic_3,hub_11,t_41,0.0
xijt,ic_3,hub_11,t_42,0.0
xijt,ic_3,hub_11,t_43,0.0
xijt,ic_3,hub_11,t_44,0.0
xijt,ic_3,hub_11,t_45,0.0
xijt,ic_3,hub_11,t_46,0.0
xijt,ic_3,hub_11,t_47,0.0
xijt,ic_3,hub_11,t_48,0.0
xijt,ic_3,hub_12,t_1,0.0
xijt,ic_3,hub_12,t_2,0.0
xijt,ic_3,hub_12,t_3,0.0
xijt,ic_3,hub_12,t_4,0.0
xijt,ic_3,hub_12,t_5,0.0
xijt,ic_3,hub_12,t_6,0.0
xijt,ic_3,hub_12,t_7,0.0
xijt,ic_3,hub_12,t_8,0.0
xijt,ic_3,hub_12,t_9,0.0
xijt,ic_3,hub_12,t_10,0.0
xijt,ic_3,hub_12,t_11,0.0
xijt,ic_3,hub_12,t_12,0.0
xijt,ic_3,hub_12,t_13,0.0
xijt,ic_3,hub_12,t_14,0.0
xijt,ic_3,hub_12,t_15,0.0
xijt,ic_3,hub_12,t_16,0.0
xijt,ic_3,hub_12,t_17,0.0
xijt,ic_3,hub_12,t_18,0.0
xijt,ic_3,hub_12,t_19,0.0
xijt,ic_3,hub_12,t_20,0.0
xijt,ic_3,hub_12,t_21,0.0
xijt,ic_3,hub_12,t_22,0.0
xijt,ic_3,hub_12,t_23,0.0
xijt,ic_3,hub_12,t_24,0.0
xijt,ic_3,hub_12,t_25,0.0
xijt,ic_3,hub_12,t_26,0.0
xijt,ic_3,hub_12,t_27,0.0
xijt,ic_3,hub_12,t_28,0.0
xijt,ic_3,hub_12,t_29,0.0
xijt,ic_3,hub_12,t_30,0.0
xijt,ic_3,hub_12,t_31,0.0
xijt,ic_3,hub_12,t_32,0.0
xijt,ic_3,hub_12,t_33,0.0
xijt,ic_3,hub_12,t_34,0.0
xijt,ic_3,hub_12,t_35,0.0
xijt,ic_3,hub_12,t_36,0.0
xijt,ic_3,hub_12,t_37,0.0
xijt,ic_3,hub_12,t_38,0.0
xijt,ic_3,hub_12,t_39,0.0
xijt,ic_3,hub_12,t_40,0.0
xijt,ic_3,hub_12,t_41,0.0
xijt,ic_3,hub_12,t_42,0.0
xijt,ic_3,hub_12,t_43,0.0
xijt,ic_3,hub_12,t_44,0.0
xijt,ic_3,hub_12,t_45,0.0
xijt,ic_3,hub_12,t_46,0.0
xijt,ic_3,hub_12,t_47,0.0
xijt,ic_3,hub_12,t_48,0.0
xijt,ic_3,hub_13,t_1,0.0
xijt,ic_3,hub_13,t_2,0.0
xijt,ic_3,hub_13,t_3,0.0
xijt,ic_3,hub_13,t_4,0.0
xijt,ic_3,hub_13,t_5,0.0
xijt,ic_3,hub_13,t_6,0.0
xijt,ic_3,hub_13,t_7,0.0
xijt,ic_3,hub_13,t_8,0.0
xijt,ic_3,hub_13,t_9,0.0
xijt,ic_3,hub_13,t_10,0.0
xijt,ic_3,hub_13,t_11,0.0
xijt,ic_3,hub_13,t_12,0.0
xijt,ic_3,hub_13,t_13,0.0
xijt,ic_3,hub_13,t_14,0.0
xijt,ic_3,hub_13,t_15,0.0
xijt,ic_3,hub_13,t_16,0.0
xijt,ic_3,hub_13,t_17,0.0
xijt,ic_3,hub_13,t_18,0.0
xijt,ic_3,hub_13,t_19,0.0
xijt,ic_3,hub_13,t_20,0.0
xijt,ic_3,hub_13,t_21,0.0
xijt,ic_3,hub_13,t_22,0.0
xijt,ic_3,hub_13,t_23,0.0
xijt,ic_3,hub_13,t_24,0.0
xijt,ic_3,hub_13,t_25,0.0
xijt,ic_3,hub_13,t_26,0.0
xijt,ic_3,hub_13,t_27,0.0
xijt,ic_3,hub_13,t_28,0.0
xijt,ic_3,hub_13,t_29,0.0
xijt,ic_3,hub_13,t_30,0.0
xijt,ic_3,hub_13,t_31,0.0
xijt,ic_3,hub_13,t_32,0.0
xijt,ic_3,hub_13,t_33,0.0
xijt,ic_3,hub_13,t_34,0.0
xijt,ic_3,hub_13,t_35,0.0
xijt,ic_3,hub_13,t_36,0.0
xijt,ic_3,hub_13,t_37,0.0
xijt,ic_3,hub_13,t_38,0.0
xijt,ic_3,hub_13,t_39,0.0
xijt,ic_3,hub_13,t_40,0.0
xijt,ic_3,hub_13,t_41,0.0
xijt,ic_3,hub_13,t_42,0.0
xijt,ic_3,hub_13,t_43,0.0
xijt,ic_3,hub_13,t_44,0.0
xijt,ic_3,hub_13,t_45,0.0
xijt,ic_3,hub_13,t_46,0.0
xijt,ic_3,hub_13,t_47,0.0
xijt,ic_3,hub_13,t_48,0.0
xijt,ic_3,hub_14,t_1,0.0
xijt,ic_3,hub_14,t_2,0.0
xijt,ic_3,hub_14,t_3,0.0
xijt,ic_3,hub_14,t_4,0.0
xijt,ic_3,hub_14,t_5,0.0
xijt,ic_3,hub_14,t_6,0.0
xijt,ic_3,hub_14,t_7,0.0
xijt,ic_3,hub_14,t_8,0.0
xijt,ic_3,hub_14,t_9,0.0
xijt,ic_3,hub_14,t_10,0.0
xijt,ic_3,hub_14,t_11,0.0
xijt,ic_3,hub_14,t_12,0.0
xijt,ic_3,hub_14,t_13,0.0
xijt,ic_3,hub_14,t_14,0.0
xijt,ic_3,hub_14,t_15,0.0
xijt,ic_3,hub_14,t_16,0.0
xijt,ic_3,hub_14,t_17,0.0
xijt,ic_3,hub_14,t_18,0.0
xijt,ic_3,hub_14,t_19,0.0
xijt,ic_3,hub_14,t_20,0.0
xijt,ic_3,hub_14,t_21,0.0
xijt,ic_3,hub_14,t_22,0.0
xijt,ic_3,hub_14,t_23,0.0
xijt,ic_3,hub_14,t_24,0.0
xijt,ic_3,hub_14,t_25,0.0
xijt,ic_3,hub_14,t_26,0.0
xijt,ic_3,hub_14,t_27,0.0
xijt,ic_3,hub_14,t_28,0.0
xijt,ic_3,hub_14,t_29,0.0
xijt,ic_3,hub_14,t_30,0.0
xijt,ic_3,hub_14,t_31,0.0
xijt,ic_3,hub_14,t_32,0.0
xijt,ic_3,hub_14,t_33,0.0
xijt,ic_3,hub_14,t_34,0.0
xijt,ic_3,hub_14,t_35,0.0
xijt,ic_3,hub_14,t_36,0.0
xijt,ic_3,hub_14,t_37,0.0
xijt,ic_3,hub_14,t_38,0.0
xijt,ic_3,hub_14,t_39,0.0
xijt,ic_3,hub_14,t_40,0.0
xijt,ic_3,hub_14,t_41,0.0
xijt,ic_3,hub_14,t_42,0.0
xijt,ic_3,hub_14,t_43,0.0
xijt,ic_3,hub_14,t_44,0.0
xijt,ic_3,hub_14,t_45,0.0
xijt,ic_3,hub_14,t_46,0.0
xijt,ic_3,hub_14,t_47,0.0
xijt,ic_3,hub_14,t_48,0.0
xijt,ic_3,hub_15,t_1,0.0
xijt,ic_3,hub_15,t_2,0.0
xijt,ic_3,hub_15,t_3,0.0
xijt,ic_3,hub_15,t_4,0.0
xijt,ic_3,hub_15,t_5,0.0
xijt,ic_3,hub_15,t_6,0.0
xijt,ic_3,hub_15,t_7,0.0
xijt,ic_3,hub_15,t_8,0.0
xijt,ic_3,hub_15,t_9,0.0
xijt,ic_3,hub_15,t_10,0.0
xijt,ic_3,hub_15,t_11,0.0
xijt,ic_3,hub_15,t_12,0.0
xijt,ic_3,hub_15,t_13,0.0
xijt,ic_3,hub_15,t_14,0.0
xijt,ic_3,hub_15,t_15,0.0
xijt,ic_3,hub_15,t_16,0.0
xijt,ic_3,hub_15,t_17,0.0
xijt,ic_3,hub_15,t_18,0.0
xijt,ic_3,hub_15,t_19,0.0
xijt,ic_3,hub_15,t_20,0.0
xijt,ic_3,hub_15,t_21,0.0
xijt,ic_3,hub_15,t_22,0.0
xijt,ic_3,hub_15,t_23,0.0
xijt,ic_3,hub_15,t_24,0.0
xijt,ic_3,hub_15,t_25,0.0
xijt,ic_3,hub_15,t_26,0.0
xijt,ic_3,hub_15,t_27,0.0
xijt,ic_3,hub_15,t_28,0.0
xijt,ic_3,hub_15,t_29,0.0
xijt,ic_3,hub_15,t_30,0.0
xijt,ic_3,hub_15,t_31,0.0
xijt,ic_3,hub_15,t_32,0.0
xijt,ic_3,hub_15,t_33,0.0
xijt,ic_3,hub_15,t_34,0.0
xijt,ic_3,hub_15,t_35,0.0
xijt,ic_3,hub_15,t_36,0.0
xijt,ic_3,hub_15,t_37,0.0
xijt,ic_3,hub_15,t_38,0.0
xijt,ic_3,hub_15,t_39,0.0
xijt,ic_3,hub_15,t_40,0.0
xijt,ic_3,hub_15,t_41,0.0
xijt,ic_3,hub_15,t_42,0.0
xijt,ic_3,hub_15,t_43,0.0
xijt,ic_3,hub_15,t_44,0.0
xijt,ic_3,hub_15,t_45,0.0
xijt,ic_3,hub_15,t_46,0.0
xijt,ic_3,hub_15,t_47,0.0
xijt,ic_3,hub_15,t_48,0.0
xijt,ic_4,hub_1,t_1,0.0
xijt,ic_4,hub_1,t_2,0.0
xijt,ic_4,hub_1,t_3,0.0
xijt,ic_4,hub_1,t_4,0.0
xijt,ic_4,hub_1,t_5,0.0
xijt,ic_4,hub_1,t_6,0.0
xijt,ic_4,hub_1,t_7,0.0
xijt,ic_4,hub_1,t_8,0.0
xijt,ic_4,hub_1,t_9,0.0
xijt,ic_4,hub_1,t_10,0.0
xijt,ic_4,hub_1,t_11,0.0
xijt,ic_4,hub_1,t_12,0.0
xijt,ic_4,hub_1,t_13,0.0
xijt,ic_4,hub_1,t_14,0.0
xijt,ic_4,hub_1,t_15,0.0
xijt,ic_4,hub_1,t_16,0.0
xijt,ic_4,hub_1,t_17,0.0
xijt,ic_4,hub_1,t_18,0.0
xijt,ic_4,hub_1,t_19,0.0
xijt,ic_4,hub_1,t_20,0.0
xijt,ic_4,hub_1,t_21,0.0
xijt,ic_4,hub_1,t_22,0.0
xijt,ic_4,hub_1,t_23,0.0
xijt,ic_4,hub_1,t_24,0.0
xijt,ic_4,hub_1,t_25,0.0
xijt,ic_4,hub_1,t_26,0.0
xijt,ic_4,hub_1,t_27,0.0
xijt,ic_4,hub_1,t_28,0.0
xijt,ic_4,hub_1,t_29,0.0
xijt,ic_4,hub_1,t_30,0.0
xijt,ic_4,hub_1,t_31,0.0
xijt,ic_4,hub_1,t_32,0.0
xijt,ic_4,hub_1,t_33,0.0
xijt,ic_4,hub_1,t_34,0.0
xijt,ic_4,hub_1,t_35,0.0
xijt,ic_4,hub_1,t_36,0.0
xijt,ic_4,hub_1,t_37,0.0
xijt,ic_4,hub_1,t_38,0.0
xijt,ic_4,hub_1,t_39,0.0
xijt,ic_4,hub_1,t_40,0.0
xijt,ic_4,hub_1,t_41,0.0
xijt,ic_4,hub_1,t_42,0.0
xijt,ic_4,hub_1,t_43,0.0
xijt,ic_4,hub_1,t_44,0.0
xijt,ic_4,hub_1,t_45,0.0
xijt,ic_4,hub_1,t_46,0.0
xijt,ic_4,hub_1,t_47,0.0
xijt,ic_4,hub_1,t_48,0.0
xijt,ic_4,hub_2,t_1,0.0
xijt,ic_4,hub_2,t_2,0.0
xijt,ic_4,hub_2,t_3,0.0
xijt,ic_4,hub_2,t_4,0.0
xijt,ic_4,hub_2,t_5,0.0
xijt,ic_4,hub_2,t_6,0.0
xijt,ic_4,hub_2,t_7,0.0
xijt,ic_4,hub_2,t_8,0.0
xijt,ic_4,hub_2,t_9,0.0
xijt,ic_4,hub_2,t_10,0.0
xijt,ic_4,hub_2,t_11,0.0
xijt,ic_4,hub_2,t_12,0.0
xijt,ic_4,hub_2,t_13,0.0
xijt,ic_4,hub_2,t_14,0.0
xijt,ic_4,hub_2,t_15,0.0
xijt,ic_4,hub_2,t_16,0.0
xijt,ic_4,hub_2,t_17,0.0
xijt,ic_4,hub_2,t_18,0.0
xijt,ic_4,hub_2,t_19,0.0
xijt,ic_4,hub_2,t_20,0.0
xijt,ic_4,hub_2,t_21,0.0
xijt,ic_4,hub_2,t_22,0.0
xijt,ic_4,hub_2,t_23,0.0
xijt,ic_4,hub_2,t_24,0.0
xijt,ic_4,hub_2,t_25,0.0
xijt,ic_4,hub_2,t_26,0.0
xijt,ic_4,hub_2,t_27,0.0
xijt,ic_4,hub_2,t_28,0.0
xijt,ic_4,hub_2,t_29,0.0
xijt,ic_4,hub_2,t_30,0.0
xijt,ic_4,hub_2,t_31,0.0
xijt,ic_4,hub_2,t_32,0.0
xijt,ic_4,hub_2,t_33,0.0
xijt,ic_4,hub_2,t_34,0.0
xijt,ic_4,hub_2,t_35,0.0
xijt,ic_4,hub_2,t_36,0.0
xijt,ic_4,hub_2,t_37,0.0
xijt,ic_4,hub_2,t_38,0.0
xijt,ic_4,hub_2,t_39,0.0
xijt,ic_4,hub_2,t_40,0.0
xijt,ic_4,hub_2,t_41,0.0
xijt,ic_4,hub_2,t_42,0.0
xijt,ic_4,hub_2,t_43,0.0
xijt,ic_4,hub_2,t_44,0.0
xijt,ic_4,hub_2,t_45,0.0
xijt,ic_4,hub_2,t_46,0.0
xijt,ic_4,hub_2,t_47,0.0
xijt,ic_4,hub_2,t_48,0.0
xijt,ic_4,hub_3,t_1,11.0
xijt,ic_4,hub_3,t_2,0.0
xijt,ic_4,hub_3,t_3,0.0
xijt,ic_4,hub_3,t_4,3.0
xijt,ic_4,hub_3,t_5,30.5
xijt,ic_4,hub_3,t_6,0.0
xijt,ic_4,hub_3,t_7,170.0
xijt,ic_4,hub_3,t_8,165.0
xijt,ic_4,hub_3,t_9,161.0
xijt,ic_4,hub_3,t_10,106.0
xijt,ic_4,hub_3,t_11,115.0
xijt,ic_4,hub_3,t_12,49.0
xijt,ic_4,hub_3,t_13,49.0
xijt,ic_4,hub_3,t_14,89.5
xijt,ic_4,hub_3,t_15,42.5
xijt,ic_4,hub_3,t_16,126.0
xijt,ic_4,hub_3,t_17,63.0
xijt,ic_4,hub_3,t_18,9.0
xijt,ic_4,hub_3,t_19,0.0
xijt,ic_4,hub_3,t_20,0.0
xijt,ic_4,hub_3,t_21,0.0
xijt,ic_4,hub_3,t_22,0.0
xijt,ic_4,hub_3,t_23,0.0
xijt,ic_4,hub_3,t_24,0.0
xijt,ic_4,hub_3,t_25,0.0
xijt,ic_4,hub_3,t_26,0.0
xijt,ic_4,hub_3,t_27,0.0
xijt,ic_4,hub_3,t_28,0.0
xijt,ic_4,hub_3,t_29,0.0
xijt,ic_4,hub_3,t_30,0.0
xijt,ic_4,hub_3,t_31,0.0
xijt,ic_4,hub_3,t_32,0.0
xijt,ic_4,hub_3,t_33,0.0
xijt,ic_4,hub_3,t_34,0.0
xijt,ic_4,hub_3,t_35,0.0
xijt,ic_4,hub_3,t_36,0.0
xijt,ic_4,hub_3,t_37,0.0
xijt,ic_4,hub_3,t_38,0.0
xijt,ic_4,hub_3,t_39,0.0
xijt,ic_4,hub_3,t_40,0.0
xijt,ic_4,hub_3,t_41,0.0
xijt,ic_4,hub_3,t_42,0.0
xijt,ic_4,hub_3,t_43,0.0
xijt,ic_4,hub_3,t_44,0.0
xijt,ic_4,hub_3,t_45,0.0
xijt,ic_4,hub_3,t_46,0.0
xijt,ic_4,hub_3,t_47,0.0
xijt,ic_4,hub_3,t_48,0.0
xijt,ic_4,hub_4,t_1,0.0
xijt,ic_4,hub_4,t_2,0.0
xijt,ic_4,hub_4,t_3,0.0
xijt,ic_4,hub_4,t_4,0.0
xijt,ic_4,hub_4,t_5,0.0
xijt,ic_4,hub_4,t_6,0.0
xijt,ic_4,hub_4,t_7,0.0
xijt,ic_4,hub_4,t_8,0.0
xijt,ic_4,hub_4,t_9,0.0
xijt,ic_4,hub_4,t_10,0.0
xijt,ic_4,hub_4,t_11,0.0
xijt,ic_4,hub_4,t_12,0.0
xijt,ic_4,hub_4,t_13,0.0
xijt,ic_4,hub_4,t_14,0.0
xijt,ic_4,hub_4,t_15,0.0
xijt,ic_4,hub_4,t_16,0.0
xijt,ic_4,hub_4,t_17,0.0
xijt,ic_4,hub_4,t_18,0.0
xijt,ic_4,hub_4,t_19,0.0
xijt,ic_4,hub_4,t_20,0.0
xijt,ic_4,hub_4,t_21,0.0
xijt,ic_4,hub_4,t_22,0.0
xijt,ic_4,hub_4,t_23,0.0
xijt,ic_4,hub_4,t_24,0.0
xijt,ic_4,hub_4,t_25,0.0
xijt,ic_4,hub_4,t_26,0.0
xijt,ic_4,hub_4,t_27,0.0
xijt,ic_4,hub_4,t_28,0.0
xijt,ic_4,hub_4,t_29,0.0
xijt,ic_4,hub_4,t_30,0.0
xijt,ic_4,hub_4,t_31,0.0
xijt,ic_4,hub_4,t_32,0.0
xijt,ic_4,hub_4,t_33,0.0
xijt,ic_4,hub_4,t_34,0.0
xijt,ic_4,hub_4,t_35,0.0
xijt,ic_4,hub_4,t_36,0.0
xijt,ic_4,hub_4,t_37,0.0
xijt,ic_4,hub_4,t_38,0.0
xijt,ic_4,hub_4,t_39,0.0
xijt,ic_4,hub_4,t_40,0.0
xijt,ic_4,hub_4,t_41,0.0
xijt,ic_4,hub_4,t_42,0.0
xijt,ic_4,hub_4,t_43,0.0
xijt,ic_4,hub_4,t_44,0.0
xijt,ic_4,hub_4,t_45,0.0
xijt,ic_4,hub_4,t_46,0.0
xijt,ic_4,hub_4,t_47,0.0
xijt,ic_4,hub_4,t_48,0.0
xijt,ic_4,hub_5,t_1,0.0
xijt,ic_4,hub_5,t_2,0.0
xijt,ic_4,hub_5,t_3,0.0
xijt,ic_4,hub_5,t_4,0.0
xijt,ic_4,hub_5,t_5,0.0
xijt,ic_4,hub_5,t_6,0.0
xijt,ic_4,hub_5,t_7,0.0
xijt,ic_4,hub_5,t_8,0.0
xijt,ic_4,hub_5,t_9,0.0
xijt,ic_4,hub_5,t_10,0.0
xijt,ic_4,hub_5,t_11,0.0
xijt,ic_4,hub_5,t_12,0.0
xijt,ic_4,hub_5,t_13,0.0
xijt,ic_4,hub_5,t_14,0.0
xijt,ic_4,hub_5,t_15,0.0
xijt,ic_4,hub_5,t_16,0.0
xijt,ic_4,hub_5,t_17,0.0
xijt,ic_4,hub_5,t_18,0.0
xijt,ic_4,hub_5,t_19,0.0
xijt,ic_4,hub_5,t_20,0.0
xijt,ic_4,hub_5,t_21,0.0
xijt,ic_4,hub_5,t_22,0.0
xijt,ic_4,hub_5,t_23,0.0
xijt,ic_4,hub_5,t_24,0.0
xijt,ic_4,hub_5,t_25,0.0
xijt,ic_4,hub_5,t_26,0.0
xijt,ic_4,hub_5,t_27,0.0
xijt,ic_4,hub_5,t_28,0.0
xijt,ic_4,hub_5,t_29,0.0
xijt,ic_4,hub_5,t_30,0.0
xijt,ic_4,hub_5,t_31,0.0
xijt,ic_4,hub_5,t_32,0.0
xijt,ic_4,hub_5,t_33,0.0
xijt,ic_4,hub_5,t_34,0.0
xijt,ic_4,hub_5,t_35,0.0
xijt,ic_4,hub_5,t_36,0.0
xijt,ic_4,hub_5,t_37,0.0
xijt,ic_4,hub_5,t_38,0.0
xijt,ic_4,hub_5,t_39,0.0
xijt,ic_4,hub_5,t_40,0.0
xijt,ic_4,hub_5,t_41,0.0
xijt,ic_4,hub_5,t_42,0.0
xijt,ic_4,hub_5,t_43,0.0
xijt,ic_4,hub_5,t_44,0.0
xijt,ic_4,hub_5,t_45,0.0
xijt,ic_4,hub_5,t_46,0.0
xijt,ic_4,hub_5,t_47,0.0
xijt,ic_4,hub_5,t_48,0.0
xijt,ic_4,hub_6,t_1,0.0
xijt,ic_4,hub_6,t_2,0.0
xijt,ic_4,hub_6,t_3,0.0
xijt,ic_4,hub_6,t_4,0.0
xijt,ic_4,hub_6,t_5,0.0
xijt,ic_4,hub_6,t_6,0.0
xijt,ic_4,hub_6,t_7,0.0
xijt,ic_4,hub_6,t_8,0.0
xijt,ic_4,hub_6,t_9,0.0
xijt,ic_4,hub_6,t_10,0.0
xijt,ic_4,hub_6,t_11,0.0
xijt,ic_4,hub_6,t_12,0.0
xijt,ic_4,hub_6,t_13,0.0
xijt,ic_4,hub_6,t_14,0.0
xijt,ic_4,hub_6,t_15,0.0
xijt,ic_4,hub_6,t_16,0.0
xijt,ic_4,hub_6,t_17,0.0
xijt,ic_4,hub_6,t_18,0.0
xijt,ic_4,hub_6,t_19,0.0
xijt,ic_4,hub_6,t_20,0.0
xijt,ic_4,hub_6,t_21,0.0
xijt,ic_4,hub_6,t_22,0.0
xijt,ic_4,hub_6,t_23,0.0
xijt,ic_4,hub_6,t_24,0.0
xijt,ic_4,hub_6,t_25,0.0
xijt,ic_4,hub_6,t_26,0.0
xijt,ic_4,hub_6,t_27,0.0
xijt,ic_4,hub_6,t_28,0.0
xijt,ic_4,hub_6,t_29,0.0
xijt,ic_4,hub_6,t_30,0.0
xijt,ic_4,hub_6,t_31,0.0
xijt,ic_4,hub_6,t_32,0.0
xijt,ic_4,hub_6,t_33,0.0
xijt,ic_4,hub_6,t_34,0.0
xijt,ic_4,hub_6,t_35,0.0
xijt,ic_4,hub_6,t_36,0.0
xijt,ic_4,hub_6,t_37,0.0
xijt,ic_4,hub_6,t_38,0.0
xijt,ic_4,hub_6,t_39,0.0
xijt,ic_4,hub_6,t_40,0.0
xijt,ic_4,hub_6,t_41,0.0
xijt,ic_4,hub_6,t_42,0.0
xijt,ic_4,hub_6,t_43,0.0
xijt,ic_4,hub_6,t_44,0.0
xijt,ic_4,hub_6,t_45,0.0
xijt,ic_4,hub_6,t_46,0.0
xijt,ic_4,hub_6,t_47,0.0
xijt,ic_4,hub_6,t_48,0.0
xijt,ic_4,hub_7,t_1,0.0
xijt,ic_4,hub_7,t_2,0.0
xijt,ic_4,hub_7,t_3,0.0
xijt,ic_4,hub_7,t_4,0.0
xijt,ic_4,hub_7,t_5,0.0
xijt,ic_4,hub_7,t_6,0.0
xijt,ic_4,hub_7,t_7,0.0
xijt,ic_4,hub_7,t_8,0.0
xijt,ic_4,hub_7,t_9,0.0
xijt,ic_4,hub_7,t_10,0.0
xijt,ic_4,hub_7,t_11,0.0
xijt,ic_4,hub_7,t_12,0.0
xijt,ic_4,hub_7,t_13,0.0
xijt,ic_4,hub_7,t_14,0.0
xijt,ic_4,hub_7,t_15,0.0
xijt,ic_4,hub_7,t_16,0.0
xijt,ic_4,hub_7,t_17,0.0
xijt,ic_4,hub_7,t_18,0.0
xijt,ic_4,hub_7,t_19,0.0
xijt,ic_4,hub_7,t_20,0.0
xijt,ic_4,hub_7,t_21,0.0
xijt,ic_4,hub_7,t_22,0.0
xijt,ic_4,hub_7,t_23,0.0
xijt,ic_4,hub_7,t_24,0.0
xijt,ic_4,hub_7,t_25,0.0
xijt,ic_4,hub_7,t_26,0.0
xijt,ic_4,hub_7,t_27,0.0
xijt,ic_4,hub_7,t_28,0.0
xijt,ic_4,hub_7,t_29,0.0
xijt,ic_4,hub_7,t_30,0.0
xijt,ic_4,hub_7,t_31,0.0
xijt,ic_4,hub_7,t_32,0.0
xijt,ic_4,hub_7,t_33,0.0
xijt,ic_4,hub_7,t_34,0.0
xijt,ic_4,hub_7,t_35,0.0
xijt,ic_4,hub_7,t_36,0.0
xijt,ic_4,hub_7,t_37,0.0
xijt,ic_4,hub_7,t_38,0.0
xijt,ic_4,hub_7,t_39,0.0
xijt,ic_4,hub_7,t_40,0.0
xijt,ic_4,hub_7,t_41,0.0
xijt,ic_4,hub_7,t_42,0.0
xijt,ic_4,hub_7,t_43,0.0
xijt,ic_4,hub_7,t_44,0.0
xijt,ic_4,hub_7,t_45,0.0
xijt,ic_4,hub_7,t_46,0.0
xijt,ic_4,hub_7,t_47,0.0
xijt,ic_4,hub_7,t_48,0.0
xijt,ic_4,hub_8,t_1,0.0
xijt,ic_4,hub_8,t_2,0.0
xijt,ic_4,hub_8,t_3,0.0
xijt,ic_4,hub_8,t_4,0.0
xijt,ic_4,hub_8,t_5,0.0
xijt,ic_4,hub_8,t_6,0.0
xijt,ic_4,hub_8,t_7,0.0
xijt,ic_4,hub_8,t_8,0.0
xijt,ic_4,hub_8,t_9,0.0
xijt,ic_4,hub_8,t_10,0.0
xijt,ic_4,hub_8,t_11,0.0
xijt,ic_4,hub_8,t_12,0.0
xijt,ic_4,hub_8,t_13,0.0
xijt,ic_4,hub_8,t_14,0.0
xijt,ic_4,hub_8,t_15,0.0
xijt,ic_4,hub_8,t_16,0.0
xijt,ic_4,hub_8,t_17,0.0
xijt,ic_4,hub_8,t_18,0.0
xijt,ic_4,hub_8,t_19,0.0
xijt,ic_4,hub_8,t_20,0.0
xijt,ic_4,hub_8,t_21,0.0
xijt,ic_4,hub_8,t_22,0.0
xijt,ic_4,hub_8,t_23,0.0
xijt,ic_4,hub_8,t_24,0.0
xijt,ic_4,hub_8,t_25,0.0
xijt,ic_4,hub_8,t_26,0.0
xijt,ic_4,hub_8,t_27,0.0
xijt,ic_4,hub_8,t_28,0.0
xijt,ic_4,hub_8,t_29,0.0
xijt,ic_4,hub_8,t_30,0.0
xijt,ic_4,hub_8,t_31,0.0
xijt,ic_4,hub_8,t_32,0.0
xijt,ic_4,hub_8,t_33,0.0
xijt,ic_4,hub_8,t_34,0.0
xijt,ic_4,hub_8,t_35,0.0
xijt,ic_4,hub_8,t_36,0.0
xijt,ic_4,hub_8,t_37,0.0
xijt,ic_4,hub_8,t_38,0.0
xijt,ic_4,hub_8,t_39,0.0
xijt,ic_4,hub_8,t_40,0.0
xijt,ic_4,hub_8,t_41,0.0
